id,veh_value,exposure,veh_body,veh_age,gender,area,dr_age,claim_ind,claim_count,claim_cost
34991,1.35,0.058365842,SEDAN,3,F,C,2,0,0,0
34992,1.06,0.574135883,SEDAN,4,F,C,5,0,0,0
34993,1.48,0.321091854,HDTOP,3,F,C,6,0,0,0
34994,1.89,0.519338384,TRUCK,1,F,C,5,0,0,0
34999,1.78,0.242493114,HBACK,2,F,C,3,0,0,0
35003,1.7,0.157064267,SEDAN,3,F,C,4,0,0,0
35005,3.47,0.735874805,HBACK,2,M,C,1,0,0,0
35006,2.01,0.57179606,HBACK,3,M,C,4,0,0,0
35011,1.58,0.224723976,SEDAN,3,M,C,4,0,0,0
35015,1.88,0.528186364,HBACK,1,M,C,4,0,0,0
35021,1.94,0.223524185,SEDAN,2,F,C,4,0,0,0
35024,1.33,0.858600991,SEDAN,3,F,C,3,0,0,0
35025,0.91,0.385631262,HBACK,3,F,C,1,0,0,0
35028,1.35,0.853085957,SEDAN,3,F,C,5,0,0,0
35030,1.39,0.85698912,STNWG,4,F,C,4,0,0,0
35031,0.57,0.376405387,SEDAN,4,M,C,4,0,0,0
35033,0.86,0.272209499,HBACK,3,M,C,4,0,0,0
35034,2.49,0.516174608,UTE,2,F,C,3,0,0,0
35036,0.78,0.488456,HBACK,3,M,C,6,0,0,0
35037,3.32,0.471050508,STNWG,1,F,C,3,0,0,0
35038,1.34,0.675252756,HBACK,2,F,C,4,0,0,0
35039,1.11,0.999321065,SEDAN,2,F,C,6,0,0,0
35040,1.35,0.038505544,HBACK,4,F,C,4,0,0,0
35043,2.16,0.475826504,SEDAN,2,F,C,3,0,0,0
35044,1.59,0.880852715,TRUCK,4,M,C,1,0,0,0
35047,2.14,0.228313793,SEDAN,2,M,C,5,0,0,0
35048,1.78,0.210039654,SEDAN,2,F,C,4,0,0,0
35049,2.11,0.635613356,STNWG,3,F,C,4,0,0,0
35055,1.82,0.325804403,SEDAN,2,M,C,3,0,0,0
35057,2.49,0.314372088,STNWG,3,F,C,2,0,0,0
35074,1.64,0.319279436,SEDAN,2,F,C,2,0,0,0
35079,0.39,0.364486438,SEDAN,4,F,C,4,0,0,0
35080,1.26,0.165759897,SEDAN,3,F,C,3,0,0,0
35082,0.8,0.781078261,HBACK,4,M,C,3,0,0,0
35083,1.18,0.78220971,HBACK,2,F,C,1,0,0,0
35084,1.32,0.127429282,SEDAN,3,M,C,4,0,0,0
35085,1.79,0.619863892,SEDAN,3,F,C,1,0,0,0
35088,3.86,0.229279917,UTE,1,M,C,2,0,0,0
35089,2.71,0.152720279,SEDAN,1,M,C,6,0,0,0
35090,3.83,0.217175446,SEDAN,4,M,C,4,0,0,0
35092,3.49,0.82882208,STNWG,2,F,C,1,0,0,0
35095,1.79,0.608995959,HBACK,2,F,C,5,0,0,0
35098,0.45,0.605765573,HBACK,4,F,C,5,0,0,0
35099,1.32,0.061199007,HBACK,1,F,C,3,0,0,0
35105,1.39,0.380930747,HBACK,1,M,C,2,0,0,0
35111,3.71,0.578705568,STNWG,2,M,C,6,0,0,0
35113,2.86,0.26587758,STNWG,3,M,C,4,0,0,0
35115,4.31,0.478051973,TRUCK,2,M,C,4,0,0,0
35116,1.99,0.999337159,STNWG,4,F,C,4,0,0,0
35119,0.65,0.28352102,TRUCK,4,F,C,3,0,0,0
35120,4.81,0.220473816,STNWG,1,M,C,4,0,0,0
35125,1.71,0.821720303,HBACK,2,F,C,5,0,0,0
35127,1.73,0.202978503,HBACK,1,F,C,2,0,0,0
35128,1.98,0.887636863,SEDAN,3,F,C,3,0,0,0
35129,0.73,0.873877653,SEDAN,4,F,C,6,0,0,0
35132,1.78,0.807505314,TRUCK,1,M,C,2,0,0,0
35133,2.04,0.526791993,STNWG,4,M,C,1,0,0,0
35138,0.45,0.408112129,HBACK,4,M,C,3,0,0,0
35142,4.35,0.914533296,STNWG,2,M,C,1,0,0,0
35143,0.9,0.864253649,HBACK,3,F,C,6,0,0,0
35144,1.31,0.991102966,HBACK,2,M,C,4,0,0,0
35151,2.13,0.972085222,SEDAN,1,F,C,5,0,0,0
35156,0.8,0.218260667,SEDAN,3,F,C,4,0,0,0
35165,1.42,0.455246223,SEDAN,2,M,C,3,0,0,0
35166,0.45,0.343876409,SEDAN,4,F,C,2,0,0,0
35168,0.37,0.204413396,HBACK,4,F,C,4,0,0,0
35177,1.32,0.375969875,SEDAN,3,F,C,3,0,0,0
35180,0.63,0.063228881,HBACK,4,M,C,4,0,0,0
35182,6.73,0.069487064,SEDAN,1,F,C,4,0,0,0
35186,3.61,0.898747258,TRUCK,2,M,C,3,0,0,0
35187,2.51,0.839542884,SEDAN,1,F,C,3,0,0,0
35189,0.94,0.188850312,PANVN,4,M,C,3,0,0,0
35190,1.11,0.853351093,HBACK,2,F,C,1,0,0,0
35191,1.61,0.531111304,HBACK,2,F,C,2,0,0,0
35192,1.47,0.068269619,HBACK,1,M,C,2,0,0,0
35195,0.84,0.964016324,HBACK,3,F,C,2,0,0,0
35201,1.21,0.863136762,SEDAN,3,F,C,6,0,0,0
35204,0.83,0.186665475,SEDAN,3,F,C,3,0,0,0
35205,1.58,0.260527104,STNWG,4,M,C,3,0,0,0
35206,1.63,0.349747742,HBACK,2,M,C,3,0,0,0
35208,0.47,0.58722858,HBACK,4,F,C,2,0,0,0
35210,0.45,0.14853799,HBACK,4,F,C,6,0,0,0
35213,3.19,0.357605835,STNWG,1,M,C,2,0,0,0
35216,1.75,0.600276564,SEDAN,4,F,C,4,0,0,0
35217,1.84,0.617186305,SEDAN,2,F,C,5,0,0,0
35219,1.52,0.647405993,UTE,4,M,C,3,0,0,0
35226,2.72,0.564413881,STNWG,2,M,C,5,0,0,0
35227,2.11,0.617662349,SEDAN,2,M,C,1,0,0,0
35229,3.05,0.184344778,STNWG,2,M,C,5,0,0,0
35232,1.44,0.731764223,HBACK,2,F,C,5,0,0,0
35235,0.97,0.577605438,SEDAN,4,M,C,3,0,0,0
35239,5.29,0.129109924,STNWG,2,F,C,2,0,0,0
35247,1.1,0.122260294,STNWG,4,F,C,4,0,0,0
35258,1.3,0.897674886,SEDAN,3,M,C,6,0,0,0
35260,4.23,0.164330406,STNWG,1,M,C,2,0,0,0
35264,1.61,0.524330768,HBACK,1,F,C,5,0,0,0
35273,2.14,0.048753549,SEDAN,3,F,C,4,0,0,0
35275,0.6,0.104414845,SEDAN,4,M,C,6,0,0,0
35279,0.75,0.100466966,SEDAN,4,F,C,3,0,0,0
35283,1.41,0.849751814,SEDAN,3,F,C,4,0,0,0
35287,1.14,0.475566884,HBACK,2,F,C,3,0,0,0
35289,0.93,0.439447299,SEDAN,3,M,C,2,0,0,0
35290,0.96,0.948669853,HBACK,3,M,C,3,0,0,0
35292,3.39,0.180412568,STNWG,3,F,C,3,0,0,0
35296,2.07,0.596030707,SEDAN,2,M,C,5,0,0,0
35297,1.41,0.216011896,SEDAN,3,F,C,1,0,0,0
35299,1.99,0.127238522,HBACK,2,M,C,5,0,0,0
35302,0.45,0.193113047,SEDAN,4,M,C,6,0,0,0
35304,2.14,0.199602171,STNWG,2,F,C,2,0,0,0
35309,0.37,0.345802577,HBACK,4,F,C,2,0,0,0
35311,3.71,0.572964687,STNWG,2,M,C,3,0,0,0
35313,2.79,0.775638885,STNWG,3,F,C,2,0,0,0
35315,0.91,0.132176509,HBACK,3,F,C,4,0,0,0
35317,2.01,0.921554554,SEDAN,2,F,C,5,0,0,0
35318,2.1,0.126174063,HBACK,1,F,C,4,0,0,0
35319,1.17,0.863180169,COUPE,4,M,C,2,0,0,0
35320,1.65,0.165441989,HDTOP,3,F,C,1,0,0,0
35323,2.57,0.579124728,SEDAN,1,F,C,5,0,0,0
35324,1.5,0.475565434,HBACK,1,F,C,3,0,0,0
35325,1.27,0.256668938,STNWG,4,M,C,3,0,0,0
35328,3.59,0.428197335,STNWG,2,F,C,2,0,0,0
35330,1.48,0.547896938,HBACK,2,F,C,1,0,0,0
35332,1.85,0.228203249,UTE,3,M,C,2,0,0,0
35334,3.69,0.518267407,STNWG,2,F,C,1,0,0,0
35336,4.27,0.214438734,STNWG,2,F,C,3,0,0,0
35337,2.62,0.221375886,STNWG,2,F,C,3,0,0,0
35340,3.32,0.17602608,SEDAN,2,M,C,3,0,0,0
35351,1.07,0.876229543,SEDAN,4,F,C,4,0,0,0
35354,1.04,0.788241518,MIBUS,4,M,C,3,0,0,0
35356,0.66,0.656687749,STNWG,4,F,C,6,0,0,0
35358,1.55,0.651892084,COUPE,3,F,C,3,0,0,0
35359,2.21,0.805347429,PANVN,2,M,C,4,0,0,0
35368,0.78,0.554175369,STNWG,4,F,C,3,0,0,0
35372,1.44,0.434508331,HBACK,2,F,C,4,0,0,0
35375,1.51,0.430559438,HBACK,1,M,C,5,0,0,0
35377,1.95,0.125911566,HBACK,1,F,C,6,0,0,0
35380,1.42,0.356078405,HBACK,3,M,C,4,0,0,0
35381,2.1,0.153730402,STNWG,3,M,C,5,0,0,0
35382,0.91,0.783036331,HBACK,3,F,C,5,0,0,0
35385,0.71,0.608246405,HBACK,4,F,C,4,0,0,0
35400,1.94,0.802199015,HBACK,2,F,C,2,0,0,0
35402,2.32,0.419215698,STNWG,3,M,C,2,0,0,0
35405,0.9,0.847487856,SEDAN,3,F,C,3,0,0,0
35406,0.78,0.384611527,HBACK,3,F,C,2,0,0,0
35409,2.51,0.227985496,COUPE,2,F,C,3,0,0,0
35410,3.11,0.428667937,STNWG,3,M,C,3,0,0,0
35413,0.43,0.577940188,HBACK,4,M,C,4,0,0,0
35420,0.7,0.135607971,HBACK,4,F,C,3,0,0,0
35421,0.88,0.293360394,HBACK,4,F,C,2,0,0,0
35422,1.08,0.327248307,SEDAN,4,F,C,2,0,0,0
35423,3.56,0.622694146,STNWG,2,M,C,3,0,0,0
35425,5.77,0.405936072,STNWG,2,M,C,3,0,0,0
35428,5.96,0.276683859,SEDAN,2,M,C,3,0,0,0
35431,1.54,0.60644844,SEDAN,3,F,C,1,0,0,0
35434,1.46,0.151429386,SEDAN,2,F,C,1,0,0,0
35435,1.19,0.080498308,HBACK,1,F,C,3,0,0,0
35436,0.61,0.02607895,SEDAN,4,F,C,4,0,0,0
35437,0.7,0.847362008,HBACK,4,F,C,3,0,0,0
35440,1.41,0.010203307,SEDAN,2,F,C,3,0,0,0
35442,1.25,0.999322138,HBACK,3,M,C,4,0,0,0
35443,0.6,0.477517341,STNWG,4,F,C,3,0,0,0
35446,0.97,0.586681652,SEDAN,3,M,C,3,0,0,0
35449,1.28,0.999320421,HBACK,2,F,C,2,0,0,0
35451,5.31,0.193533462,STNWG,2,F,C,1,0,0,0
35455,1.31,0.892849034,HBACK,1,F,C,6,0,0,0
35456,1.28,0.221591441,HBACK,1,F,C,4,0,0,0
35457,0.32,0.311494112,HBACK,4,F,C,2,0,0,0
35463,0.76,0.889465558,HBACK,4,F,C,5,0,0,0
35464,1.57,0.464089655,HBACK,1,F,C,1,0,0,0
35467,0.25,0.203859006,SEDAN,4,F,C,2,0,0,0
35468,4.39,0.975354027,STNWG,1,M,C,5,0,0,0
35469,3.21,0.900018887,STNWG,1,F,C,1,0,0,0
35471,0.4,0.890316929,SEDAN,4,F,C,3,0,0,0
35477,1.08,0.097353367,STNWG,4,F,C,6,0,0,0
35478,3.29,0.872783045,STNWG,3,M,C,6,0,0,0
35479,3.07,0.889298623,SEDAN,1,F,C,3,0,0,0
35483,1.13,0.892840908,HBACK,3,F,C,2,0,0,0
35485,2.84,0.921861286,STNWG,2,M,C,3,0,0,0
35486,1.7,0.87474754,SEDAN,2,M,C,2,0,0,0
35488,2.61,0.874468659,STNWG,1,F,C,6,0,0,0
35491,4.4,0.891180134,STNWG,1,M,C,3,0,0,0
35496,0.48,0.663079101,HBACK,4,M,C,4,0,0,0
35502,2.38,0.276916321,SEDAN,1,F,C,4,0,0,0
35504,1.84,0.465848065,HBACK,1,F,C,5,0,0,0
35505,0.93,0.613904818,HBACK,3,M,C,2,0,0,0
35507,1.24,0.18067007,UTE,4,F,C,3,0,0,0
35511,0.84,0.233546285,STNWG,4,F,C,3,0,0,0
35516,2.01,0.86357942,SEDAN,3,M,C,2,0,0,0
35521,0.76,0.247026865,SEDAN,4,F,C,5,0,0,0
35525,2.68,0.903665134,HDTOP,3,F,C,3,0,0,0
35526,1.56,0.866598083,HBACK,3,M,C,4,0,0,0
35528,2.15,0.040858004,STNWG,4,M,C,2,0,0,0
35529,2,0.609979972,HBACK,3,M,C,2,0,0,0
35531,1.31,0.80824357,HBACK,2,M,C,5,0,0,0
35536,2.31,0.833482495,HBACK,3,F,C,2,0,0,0
35539,0.94,0.213922566,HBACK,3,F,C,5,0,0,0
35540,2.4,0.889908723,UTE,1,M,C,2,0,0,0
35543,1.99,0.87131891,SEDAN,2,F,C,5,0,0,0
35544,2.21,0.199292867,SEDAN,1,F,C,3,0,0,0
35547,1.89,0.308697423,SEDAN,2,M,C,3,0,0,0
35549,1.66,0.073335464,STNWG,4,M,C,3,0,0,0
35551,2.34,0.869077918,HBACK,1,F,C,2,0,0,0
35552,1.08,0.013135507,SEDAN,4,F,C,3,0,0,0
35558,3.1,0.178518784,UTE,2,M,C,3,0,0,0
35563,5.07,0.808258853,STNWG,1,F,C,4,0,0,0
35564,1.81,0.559825404,HBACK,2,M,C,2,0,0,0
35567,1.52,0.812811819,UTE,4,M,C,4,0,0,0
35571,0.39,0.244377344,HBACK,4,F,C,6,0,0,0
35572,0.49,0.263947785,PANVN,4,F,C,2,0,0,0
35575,0.83,0.873942166,SEDAN,3,F,C,4,0,0,0
35578,1.14,0.385308657,STNWG,3,M,C,6,0,0,0
35582,2.97,0.921534523,MIBUS,3,F,C,3,0,0,0
35583,0.51,0.820000033,STNWG,4,F,C,4,0,0,0
35586,0.93,0.638203209,HBACK,3,F,C,4,0,0,0
35589,0.97,0.105150861,HBACK,4,M,C,1,0,0,0
35592,0.83,0.57698128,HBACK,3,F,C,6,0,0,0
35595,1.57,0.883958806,SEDAN,3,M,C,4,0,0,0
35598,1.85,0.562092417,STNWG,4,M,C,5,0,0,0
35602,1.51,0.492713967,SEDAN,2,F,C,5,0,0,0
35603,1.94,0.793689066,HBACK,2,M,C,3,0,0,0
35605,0.99,0.143517368,STNWG,3,M,C,5,0,0,0
35608,1.33,0.290976121,UTE,4,M,C,1,0,0,0
35612,2.06,0.454205927,HBACK,1,F,C,3,0,0,0
35613,2.21,0.618448585,STNWG,4,F,C,6,0,0,0
35614,1.34,0.449259259,STNWG,4,M,C,5,0,0,0
35620,2.65,0.367420923,SEDAN,1,F,C,3,0,0,0
35622,0.75,0.522180806,HBACK,3,F,C,5,0,0,0
35625,1.34,0.627367368,HBACK,2,F,C,3,0,0,0
35627,3.43,0.212218751,UTE,2,M,C,5,0,0,0
35629,0.83,0.625471022,HBACK,3,M,C,4,0,0,0
35632,2,0.753048126,STNWG,4,M,C,2,0,0,0
35637,0.85,0.923470954,SEDAN,4,F,C,4,0,0,0
35645,1.48,0.621234379,HBACK,1,M,C,5,0,0,0
35648,1.74,0.882450921,MCARA,3,M,C,1,0,0,0
35649,0.98,0.862888638,HDTOP,4,M,C,5,0,0,0
35650,3.11,0.592689999,HBACK,1,F,C,4,0,0,0
35651,0.29,0.585818797,HBACK,4,M,C,4,0,0,0
35652,0.58,0.518926926,HBACK,4,F,C,5,0,0,0
35653,1.5,0.85891369,HBACK,1,M,C,2,0,0,0
35654,1.07,0.650862797,SEDAN,4,F,C,5,0,0,0
35658,2.14,0.169166833,SEDAN,2,F,C,3,0,0,0
35660,1.56,0.108052247,HBACK,1,F,C,6,0,0,0
35663,2.01,0.529121399,SEDAN,2,F,C,4,0,0,0
35664,3.99,0.178553821,STNWG,2,M,C,5,0,0,0
35666,3.15,0.056809144,STNWG,1,F,C,3,0,0,0
35668,0.73,0.486240812,HBACK,4,F,C,1,0,0,0
35669,1.65,0.530715407,HBACK,2,M,C,4,0,0,0
35670,1.77,0.254048174,UTE,3,M,C,4,0,0,0
35680,0.72,0.241265831,UTE,4,F,C,4,0,0,0
35681,3.66,0.862086384,STNWG,3,M,C,5,0,0,0
35682,1.43,0.042778535,HBACK,1,F,C,5,0,0,0
35684,1.38,0.262779283,COUPE,4,M,C,3,0,0,0
35687,0.77,0.867390559,SEDAN,4,M,C,4,0,0,0
35690,2.1,0.566371853,SEDAN,1,M,C,6,0,0,0
35693,1.56,0.304073776,HBACK,2,F,C,4,0,0,0
35701,1.1,0.233465324,SEDAN,3,F,C,3,0,0,0
35704,0.97,0.56837909,SEDAN,3,F,C,4,0,0,0
35712,1.18,0.9565483,UTE,4,M,C,4,0,0,0
35713,3.04,0.670248663,UTE,2,M,C,3,0,0,0
35716,1.4,0.114156111,SEDAN,3,M,C,4,0,0,0
35718,1.19,0.8997758,HBACK,3,M,C,3,0,0,0
35719,2.28,0.59560377,STNWG,2,M,C,2,0,0,0
35726,0.84,0.105317876,HBACK,3,F,C,3,0,0,0
35728,1.25,0.902138905,HBACK,2,F,C,2,0,0,0
35729,1.82,0.776431868,SEDAN,2,M,C,1,0,0,0
35731,1.06,0.023398215,SEDAN,3,F,C,3,0,0,0
35736,1.71,0.900949064,MIBUS,4,F,C,3,0,0,0
35749,2.95,0.537229576,HBACK,1,M,C,3,0,0,0
35750,1.18,0.141385211,SEDAN,3,F,C,3,0,0,0
35767,0.43,0.400428683,SEDAN,4,M,C,6,0,0,0
35775,0.87,0.38195428,SEDAN,4,F,C,4,0,0,0
35776,1.1,0.566484819,HBACK,3,F,C,5,0,0,0
35780,1.11,0.16075641,STNWG,4,F,C,4,0,0,0
35782,1.91,0.119162809,SEDAN,1,F,C,3,0,0,0
35786,0.46,0.367565183,HBACK,4,F,C,5,0,0,0
35787,1.59,0.821820707,HBACK,2,F,C,1,0,0,0
35789,0.55,0.593178669,HBACK,4,F,C,2,0,0,0
35794,2.35,0.361997414,SEDAN,2,F,C,3,0,0,0
35800,2.68,0.867401276,SEDAN,1,M,C,3,0,0,0
35804,0.52,0.014912837,SEDAN,4,F,C,2,0,0,0
35810,0.48,0.679952301,HBACK,4,F,C,3,0,0,0
35812,2.11,0.127139085,HBACK,3,F,C,1,0,0,0
35813,1.53,0.163361627,HBACK,3,F,C,3,0,0,0
35815,2.06,0.846524719,STNWG,4,F,C,2,0,0,0
35817,1.6,0.247657625,TRUCK,3,M,C,3,0,0,0
35819,1.3,0.595224157,HBACK,2,F,C,6,0,0,0
35822,0.8,0.863080635,HBACK,4,M,C,3,0,0,0
35824,0.98,0.705971626,SEDAN,4,F,C,2,0,0,0
35825,1.23,0.512679153,HBACK,2,F,C,1,0,0,0
35826,5.73,0.163772338,SEDAN,2,F,C,4,0,0,0
35830,5.2,0.293692578,STNWG,1,M,C,1,0,0,0
35833,1.14,0.846761749,HBACK,2,M,C,6,0,0,0
35836,3.56,0.59480867,STNWG,2,M,C,3,0,0,0
35838,1.13,0.525045876,SEDAN,3,M,C,3,0,0,0
35842,0.75,0.530376191,HBACK,3,F,C,3,0,0,0
35845,1.97,0.857514493,HBACK,2,F,C,1,0,0,0
35846,1.23,0.053443037,SEDAN,2,F,C,4,0,0,0
35847,4.11,0.040848098,STNWG,2,M,C,4,0,0,0
35850,1.83,0.884552785,SEDAN,2,M,C,5,0,0,0
35853,1.26,0.232742802,HBACK,2,M,C,6,0,0,0
35857,0.76,0.23059386,HBACK,3,F,C,2,0,0,0
35861,2.04,0.503218605,SEDAN,1,F,C,2,0,0,0
35868,1.06,0.890690553,SEDAN,3,F,C,2,0,0,0
35871,2.23,0.564023647,STNWG,4,F,C,4,0,0,0
35872,1.36,0.228106593,HBACK,2,F,C,2,0,0,0
35878,3.67,0.48358107,UTE,1,M,C,3,0,0,0
35880,2.68,0.322839909,SEDAN,1,F,C,5,0,0,0
35881,1.13,0.190328867,HBACK,3,F,C,3,0,0,0
35882,2.93,0.623609302,MIBUS,3,F,C,3,0,0,0
35891,1.31,0.179207838,SEDAN,3,M,C,3,0,0,0
35892,0.73,0.851276484,SEDAN,4,M,C,1,0,0,0
35893,2.63,0.023457963,HDTOP,1,F,C,4,0,0,0
35894,1.02,0.681357584,SEDAN,3,M,C,3,0,0,0
35897,3.02,0.111783964,STNWG,2,F,C,2,0,0,0
35901,3,0.562260831,SEDAN,2,F,C,3,0,0,0
35904,3.78,0.602174265,STNWG,1,M,C,5,0,0,0
35906,1.33,0.405903983,HBACK,2,F,C,2,0,0,0
35907,2.19,0.164866756,MIBUS,4,M,C,4,0,0,0
35908,2.63,0.9016468,STNWG,2,F,C,5,0,0,0
35910,2.17,0.140226315,SEDAN,2,M,C,5,0,0,0
35911,1.36,0.494312452,HBACK,2,F,C,2,0,0,0
35913,2.55,0.160643418,STNWG,2,F,C,2,0,0,0
35915,0.79,0.103758945,HBACK,3,F,C,2,0,0,0
35921,1.76,0.427563046,SEDAN,2,F,C,5,0,0,0
35922,1.11,0.137311789,SEDAN,3,M,C,6,0,0,0
35924,2.92,0.911618145,STNWG,3,M,C,4,0,0,0
35925,0.52,0.528601019,HBACK,4,F,C,2,0,0,0
35929,5.61,0.99932577,STNWG,1,M,C,3,0,0,0
35932,2.82,0.060630317,STNWG,2,F,C,4,0,0,0
35938,2.23,0.804015552,UTE,1,F,C,4,0,0,0
35941,0.44,0.362014757,SEDAN,4,F,C,4,0,0,0
35942,2.8,0.041534221,SEDAN,1,F,C,5,0,0,0
35944,1.33,0.145783335,HBACK,3,F,C,4,0,0,0
35945,1.13,0.191240271,HBACK,3,F,C,1,0,0,0
35947,0.9,0.149031727,HBACK,3,F,C,3,0,0,0
35949,1.96,0.034491193,HBACK,1,M,C,3,0,0,0
35950,2.02,0.47913418,MIBUS,3,F,C,3,0,0,0
35955,1.35,0.84486075,SEDAN,3,F,C,3,0,0,0
35957,1.99,0.840872647,SEDAN,2,M,C,6,0,0,0
35958,3.78,0.592732449,STNWG,2,M,C,6,0,0,0
35961,1.31,0.834321834,STNWG,4,M,C,3,0,0,0
35964,1.15,0.916699326,HBACK,2,M,C,2,0,0,0
35967,1.54,0.429478407,STNWG,4,F,C,3,0,0,0
35968,0.96,0.494599515,HBACK,3,F,C,2,0,0,0
35969,1.42,0.306095694,HBACK,1,M,C,1,0,0,0
35970,1.13,0.582779257,SEDAN,4,M,C,2,0,0,0
35976,2,0.537679372,COUPE,2,F,C,4,0,0,0
35979,1.61,0.518515315,PANVN,3,M,C,5,0,0,0
35980,0.99,0.607409633,HBACK,3,M,C,4,0,0,0
35982,1.1,0.59182776,SEDAN,3,M,C,4,0,0,0
35985,0.81,0.345665889,HBACK,3,M,C,5,0,0,0
35986,0.57,0.472917894,SEDAN,4,F,C,6,0,0,0
35993,2.55,0.397890291,STNWG,4,F,C,2,0,0,0
35996,0.46,0.6059995,HBACK,4,F,C,3,0,0,0
35997,0.54,0.109524171,STNWG,4,M,C,6,0,0,0
35999,1.67,0.876393215,HBACK,1,F,C,2,0,0,0
36001,1.32,0.490422732,SEDAN,3,F,C,3,0,0,0
36002,1.25,0.668688792,HBACK,2,F,C,5,0,0,0
36003,1.29,0.091483461,HBACK,2,F,C,6,0,0,0
36004,1.59,0.921396804,UTE,2,F,C,2,0,0,0
36005,1.21,0.80582731,HBACK,2,F,C,3,0,0,0
36007,2.04,0.103416453,SEDAN,2,M,C,5,0,0,0
36010,0.75,0.11904492,SEDAN,4,F,C,3,0,0,0
36011,1.32,0.828499705,SEDAN,3,F,C,2,0,0,0
36012,1.45,0.065008222,HBACK,1,M,C,4,0,0,0
36014,1.89,0.616899503,STNWG,4,M,C,3,0,0,0
36015,2.2,0.478479933,UTE,1,F,C,4,0,0,0
36018,2.6,0.215171823,SEDAN,1,F,C,5,0,0,0
36021,2.29,0.795634633,HBACK,1,F,C,1,0,0,0
36022,3.77,0.075159019,HBACK,2,M,C,2,0,0,0
36023,0.62,0.476563385,STNWG,4,M,C,5,0,0,0
36024,1.68,0.999326505,PANVN,3,M,C,6,0,0,0
36025,1.42,0.208670311,HBACK,1,M,C,3,0,0,0
36026,1.27,0.827710576,SEDAN,2,F,C,5,0,0,0
36027,1.51,0.642776272,SEDAN,3,F,C,2,0,0,0
36028,3.3,0.92137177,SEDAN,2,F,C,3,0,0,0
36031,0.47,0.852856716,STNWG,4,M,C,4,0,0,0
36035,0.55,0.38541261,SEDAN,4,F,C,5,0,0,0
36036,0.49,0.296947516,SEDAN,4,M,C,1,0,0,0
36040,0.6,0.224182612,SEDAN,4,F,C,3,0,0,0
36044,0.47,0.850554347,SEDAN,4,F,C,1,0,0,0
36046,1.23,0.401195233,SEDAN,3,M,C,4,0,0,0
36050,1.47,0.999336828,SEDAN,2,F,C,4,0,0,0
36052,0.32,0.362301112,HBACK,4,F,C,5,0,0,0
36060,0.71,0.104996053,SEDAN,4,M,C,3,0,0,0
36065,1.32,0.353091718,STNWG,4,M,C,2,0,0,0
36066,1.3,0.214853628,STNWG,4,M,C,2,0,0,0
36073,0.29,0.277420672,HBACK,4,M,C,4,0,0,0
36074,3.11,0.139131129,SEDAN,1,M,C,1,0,0,0
36077,1.97,0.204360259,UTE,3,M,C,3,0,0,0
36082,1.2,0.185150241,SEDAN,2,F,C,2,0,0,0
36083,0.96,0.511750159,SEDAN,3,M,C,2,0,0,0
36085,5.04,0.05223814,STNWG,2,F,C,5,0,0,0
36087,0.93,0.41671124,HBACK,3,M,C,2,0,0,0
36088,2.84,0.2796865,STNWG,3,F,C,3,0,0,0
36092,1.28,0.760076675,HBACK,4,F,C,2,0,0,0
36093,0.93,0.195084152,HBACK,3,M,C,2,0,0,0
36095,1.55,0.205141252,STNWG,2,M,C,2,0,0,0
36102,2.67,0.423964431,UTE,2,M,C,6,0,0,0
36104,1.11,0.213974281,SEDAN,3,M,C,1,0,0,0
36105,3.62,0.234417234,STNWG,2,M,C,5,0,0,0
36107,0.87,0.387235057,HBACK,3,F,C,4,0,0,0
36110,2.15,0.24476652,SEDAN,2,F,C,5,0,0,0
36111,2.43,0.377261999,MIBUS,3,F,C,2,0,0,0
36112,1.7,0.343715839,SEDAN,2,F,C,4,0,0,0
36113,2.68,0.174672481,HDTOP,3,M,C,2,0,0,0
36116,0.8,0.235513757,HBACK,3,F,C,3,0,0,0
36120,2.16,0.593724261,HBACK,1,F,C,5,0,0,0
36121,1.83,0.143579131,HBACK,2,F,C,2,0,0,0
36125,1,0.585047251,COUPE,4,M,C,2,0,0,0
36128,2.88,0.590765249,SEDAN,1,F,C,3,0,0,0
36129,1.58,0.214292743,PANVN,3,M,C,4,0,0,0
36131,4.32,0.277364788,STNWG,2,M,C,3,0,0,0
36135,1.71,0.478953843,SEDAN,1,F,C,3,0,0,0
36140,2.93,0.222492163,STNWG,1,F,C,5,0,0,0
36143,1.04,0.910766252,SEDAN,4,M,C,6,0,0,0
36144,2.08,0.515928997,TRUCK,1,M,C,4,0,0,0
36150,1.04,0.894531494,SEDAN,3,M,C,4,0,0,0
36152,2.58,0.400067783,STNWG,3,M,C,6,0,0,0
36153,1.14,0.886246635,HBACK,3,F,C,2,0,0,0
36156,2.83,0.267391567,STNWG,1,F,C,4,0,0,0
36163,0.95,0.562317679,HBACK,3,F,C,3,0,0,0
36165,1.8,0.442957391,HDTOP,4,F,C,1,0,0,0
36169,1.02,0.086054982,SEDAN,3,F,C,2,0,0,0
36172,0.29,0.843946491,HBACK,4,F,C,4,0,0,0
36173,0.37,0.809353373,SEDAN,4,M,C,4,0,0,0
36178,0.97,0.892871377,SEDAN,4,M,C,5,0,0,0
36193,1.36,0.471401035,SEDAN,3,M,C,2,0,0,0
36195,1.28,0.869619728,SEDAN,3,F,C,2,0,0,0
36196,0.97,0.196046308,HBACK,3,F,C,1,0,0,0
36201,1.55,0.873492507,SEDAN,3,F,C,2,0,0,0
